t,x1,y1,z1
1.30728e+07,-1.28419e+11,7.64115e+10,0
1.30808e+07,-1.28542e+11,7.6205e+10,0
1.30889e+07,-1.28664e+11,7.59983e+10,0
1.30969e+07,-1.28786e+11,7.57914e+10,0
1.3105e+07,-1.28908e+11,7.55843e+10,0
1.3113e+07,-1.29029e+11,7.53771e+10,0
1.31211e+07,-1.2915e+11,7.51696e+10,0
1.31291e+07,-1.2927e+11,7.49619e+10,0
1.31372e+07,-1.29391e+11,7.4754e+10,0
1.31452e+07,-1.2951e+11,7.4546e+10,0
1.31533e+07,-1.2963e+11,7.43377e+10,0
1.31614e+07,-1.29749e+11,7.41293e+10,0
1.31694e+07,-1.29868e+11,7.39206e+10,0
1.31775e+07,-1.29987e+11,7.37118e+10,0
1.31855e+07,-1.30105e+11,7.35028e+10,0
1.31936e+07,-1.30223e+11,7.32936e+10,0
1.32016e+07,-1.3034e+11,7.30842e+10,0
1.32097e+07,-1.30458e+11,7.28746e+10,0
1.32177e+07,-1.30574e+11,7.26648e+10,0
1.32258e+07,-1.30691e+11,7.24549e+10,0
1.32339e+07,-1.30807e+11,7.22447e+10,0
1.32419e+07,-1.30923e+11,7.20344e+10,0
1.325e+07,-1.31039e+11,7.18238e+10,0
1.3258e+07,-1.31154e+11,7.16131e+10,0
1.32661e+07,-1.31269e+11,7.14022e+10,0
1.32741e+07,-1.31383e+11,7.11912e+10,0
1.32822e+07,-1.31497e+11,7.09799e+10,0
1.32902e+07,-1.31611e+11,7.07685e+10,0
1.32983e+07,-1.31725e+11,7.05568e+10,0
1.33063e+07,-1.31838e+11,7.0345e+10,0
1.33144e+07,-1.31951e+11,7.0133e+10,0
1.33225e+07,-1.32063e+11,6.99209e+10,0
1.33305e+07,-1.32175e+11,6.97085e+10,0
1.33386e+07,-1.32287e+11,6.9496e+10,0
1.33466e+07,-1.32398e+11,6.92833e+10,0
1.33547e+07,-1.3251e+11,6.90704e+10,0
1.33627e+07,-1.3262e+11,6.88573e+10,0
1.33708e+07,-1.32731e+11,6.86441e+10,0
1.33788e+07,-1.32841e+11,6.84307e+10,0
1.33869e+07,-1.32951e+11,6.82171e+10,0
1.33949e+07,-1.3306e+11,6.80033e+10,0
1.3403e+07,-1.33169e+11,6.77893e+10,0
1.34111e+07,-1.33278e+11,6.75752e+10,0
1.34191e+07,-1.33386e+11,6.73609e+10,0
1.34272e+07,-1.33494e+11,6.71464e+10,0
1.34352e+07,-1.33602e+11,6.69318e+10,0
1.34433e+07,-1.33709e+11,6.6717e+10,0
1.34513e+07,-1.33816e+11,6.6502e+10,0
1.34594e+07,-1.33923e+11,6.62868e+10,0
1.34674e+07,-1.34029e+11,6.60715e+10,0
1.34755e+07,-1.34135e+11,6.5856e+10,0
1.34835e+07,-1.34241e+11,6.56403e+10,0
1.34916e+07,-1.34346e+11,6.54244e+10,0
1.34997e+07,-1.34451e+11,6.52084e+10,0
1.35077e+07,-1.34555e+11,6.49922e+10,0
1.35158e+07,-1.3466e+11,6.47759e+10,0
1.35238e+07,-1.34763e+11,6.45594e+10,0
1.35319e+07,-1.34867e+11,6.43427e+10,0
1.35399e+07,-1.3497e+11,6.41258e+10,0
1.3548e+07,-1.35073e+11,6.39088e+10,0
1.3556e+07,-1.35175e+11,6.36916e+10,0
1.35641e+07,-1.35278e+11,6.34743e+10,0
1.35721e+07,-1.35379e+11,6.32568e+10,0
1.35802e+07,-1.35481e+11,6.30391e+10,0
1.35883e+07,-1.35582e+11,6.28213e+10,0
1.35963e+07,-1.35683e+11,6.26033e+10,0
1.36044e+07,-1.35783e+11,6.23851e+10,0
1.36124e+07,-1.35883e+11,6.21668e+10,0
1.36205e+07,-1.35983e+11,6.19483e+10,0
1.36285e+07,-1.36082e+11,6.17297e+10,0
1.36366e+07,-1.36181e+11,6.15109e+10,0
1.36446e+07,-1.3628e+11,6.12919e+10,0
1.36527e+07,-1.36378e+11,6.10728e+10,0
1.36607e+07,-1.36476e+11,6.08535e+10,0
1.36688e+07,-1.36573e+11,6.06341e+10,0
1.36769e+07,-1.36671e+11,6.04145e+10,0
1.36849e+07,-1.36767e+11,6.01948e+10,0
1.3693e+07,-1.36864e+11,5.99749e+10,0
1.3701e+07,-1.3696e+11,5.97548e+10,0
1.37091e+07,-1.37056e+11,5.95346e+10,0
1.37171e+07,-1.37151e+11,5.93143e+10,0
1.37252e+07,-1.37246e+11,5.90937e+10,0
1.37332e+07,-1.37341e+11,5.88731e+10,0
1.37413e+07,-1.37436e+11,5.86523e+10,0
